cluster,raised,goal,engagement,success,donors,shares,length,city,state,title,url,story
2,25730,25000,18,103,195,704,2,BRECKSVILLE,OH,Matt Deckman&apos;s Recovery Fund,https://www.gofundme.com/matt-deckman039s-recovery-fund,"We are good friends of the Deckman family — Adrienne  Matt and Jonny. As you might know  Matt began his last semester at Embry Riddle Aeronautical University (ERAU) in Daytona Beach FL two weeks ago. He was very excited to be graduating magna cum laude in May and was looking forward to getting a great job in the aviation industry.On Friday  1/11  Matt was riding his motorcycle home from work as a teaching assistant at ERAU when a car cut him off  sending him flying more than 80 feet from the point of impact! He suffered two broken legs  a broken hand  a skull fracture and broke his back in two places.The other driver  a woman who was out of jail on bond for drug charges  was cited for the accident. Unfortunately she had no liability coverage and her insurance will pay only $10 000 of Matt’s medical costs. ... which is barely a drop in the bucket of what likely already exceeds $100 000. Matt’s student health insurance will pay some of the bills but there are loads of expenses that Matt’s family has already incurred with no end in sight.Matt is an amazing young man with a great future. Just as he has surmounted all kinds of difficulties —including his dad’s sudden death — in the past  he is determined to recover fully and return to ERAU in either the summer or the fall to finish his degree. But he needs help to meet the ever-rising expenses caused to him by no fault of his own.Those will include the cost of skilled nursing for a month or so to help him recuperate from his injuries enough to go into intensive inpatient rehabilitation and then the support he needs to transition home (probably in a wheelchair).His mom and brother have been in Florida since the day of the accident and are doing everything they can to help him as he heals from these awful injuries. We want to help them by raising $25 000 to meet some of Matt’s many related expenses including copays and deductibles.Lots of people have asked if there is anything they can do to help. The answer is yes: please donate here to  Matt Deckman's Recovery Fund. Then  you can \like\"" and \""share\"" with your family and friends and ask them to lend a hand. Thank you in advance for your generosity."""
14,20735,10000,18,207,54,188,6,BELLVILLE,TX,"Help save my daughter, Amber Star",https://www.gofundme.com/help-save-my-daughter-amber-star,For 8 years my daughter (Amber Star Aubrey) has lived abroad.  She has taught English in China  and worked as a missionary in Rwanda.  She loved it. In June  Amber Star moved back HOME  to the USA; better than that  she would live less than an hour away from me.  I was SO EXCITED to have her home. Two weeks ago  she was diagnosed with CANCER. Last week  we found out it is STAGE THREE. How could we learn she has cancer on one week  and learn it’s in stage 3 the very next week?! We need reaction time  but have little. (NO health insurance since she had just moved back to the US in June  and had been at her job  less than 3 months  when she was diagnosed.) TREATMENT PLAN: Radiation             Daily  Mon – Fri for 6 weeks\nChemo Pills         Daily  Mon – Fri for 6 weeks\nSurgery                 Objective  to remove the\n                                8cm cancerous mass.                                 [8 cm = 3.14 inches] But the plan requires money. The current need is $10 000.  Ten thousand gets the Chemo and Radiation started.  It does not cover surgery  nor some of the other costs  but … one thing at a time.  We need to get it started as quickly as possible.  The mass in at the lower end of her colon  is obstructing 2/3 of the colon width  and appears to be growing quickly. P-L-E-A-S-E   CAN YOU HELP get my daughter this life saving treatment.
7,20692,16000,25,129,174,347,2,SPARTA,NJ,Alex Kloian&apos;s Recovery Fund,https://www.gofundme.com/alex-kloian039s-recovery-fund,Alex Kloian is a husband  father of three  and active member of his community. Over the ten years he has lived in Sparta  New Jersey  he has donated nearly a thousand hours to his town and county  coordinating  running  and training teams for the Community Emergency Response Team. He has manned shelters during natural disasters  set up Go-To Centers  and provided first aid at community events. He has also been employed at the same company for 20 years. He has a child at the Sparta Middle School  and senior at Sparta High School  and a student at Sussex County Community College. On February 5th  Alex suffered a massive heart attack. The immediate surgery he underwent at the Morristown Medical Center saved his life. He spent four days in the hospital as they tried to decide if his heart could withstand another surgery. After being moved out of critical care  the decision was made for Alex to be put on various medications and to hold off on another surgery  as his heart is currently very weak. Although another surgery is not currently on the table  medication  cardiac rehabilitation  monitoring  and a wearable defibrillator are. Unfortunately  Alex's family does not have health insurance  and Alex has been put on  leave from work for an unknown amount of time. The Kloian family is so grateful for the care he received at Morristown Medical Center  but the medical bills are tremendous and will continue to grow. Volunteering and giving comes naturally to our family  but asking does not. Any amount you can give will be greatly appreciated.
1,20350,20000,17,102,45,180,3,ROCKHILL,SC,Please Help My Battle with Stage IV Lymphoma,https://www.gofundme.com/please-help-goosey-with-stage-iv-lymphoma,My brother Brandon (aka Goosey) was diagnosed with Stage IV lymphoma just before Christmas 2018.  He received numerous blood transfusions and an initial round of chemotherapy to help improve his condition until a final diagnosis was determined. The pathology shows that he has advanced stage IV Diffuse Large B Cell Non Hodgkin Lymphoma.  In the past week  he has developed severe diplopia (double vision) and cannot see to drive or work.  He needs home assistance for daily activities and transportation to his numerous appointments.  Currently  he is awaiting results to see if the lymphoma has entered his spinal fluid  and if it is now considered central nervous system lymphoma. My brother has private health insurance but it does not cover one of his chemo drugs  nor does it provide for any home assistance or transportation.   He has a very high out of pocket responsibility for the diagnostics  treatments  and office visits. Please consider helping us with our campaign to help my brother through his rainy day.  Your contributions will help more than you know.  Thank you!  Elizabeth Quillen
18,19468,50000,20,39,346,1000,5,BEDFORD,NH,Help Maddie Get Well,https://www.gofundme.com/e8dhvq-help-maddie-get-well,My niece  Maddie Goode  a beautiful  sweet and driven young girl has recently been diagnosed with Leukemia.  We are all hurting and sad and want to support her and her family as much as possible.  Maddie is thoughtful  her heart is big and full of kindness which she readily shares with many.  She’s dedicated  she’s loving and loyal.  Maddie is in the middle of her senior in high school  applying to and visiting colleges  planning for her future.  She is interested in medicine; has been volunteering at the hospital once a week while attending her high school and college classes.    She loves to be with her friends and her family.  Needless to say. her life has changed drastically in the past few weeks.In late October  she became unexpectantly ill with a high fever for multiple days.  When Maddie didn’t improve  more tests resulted in a diagnosis of Acute Lymphoblastic Leukemia.  Desperately shocked and saddened  her family is working with a team of doctors in Tampa at the respected Moffitt Cancer Center to give her the best care possible.  This requires Maddie and her mother  Paige  to temporarily live over two hours away from their home with weekly visits from family.   It is difficult being away from home  Maddie misses talking to her friends  she misses her pets Mocha  Junie and Prince  relaxing in her own bedroom  her part-time job  her senior year activities  dances and events.We are raising funds to provide some comfort during this difficult time.  This money will go towards the income that is lost while Paige is out of work caring for her daughter and health insurance costs needed during the time off.  We ask that you donate to help with these costs and help alleviate some of the financial worries that come with this unexpected illness.We sincerely thank you for helping support Maddie through this journey  financially and emotionally.Note - Please be aware there is an optional tip added by default that goes to GoFundMe and not Maddie. The amount can be changed if you do not want to tip GoFundMe. ￼￼￼￼￼￼
11,19345,16500,15,117,175,830,1,JORDAN,MN,Help Amanda fight Triple Negative Breast Cancer,https://www.gofundme.com/help-amanda-fight-triple-negative-breast-cancer,Just before Thanksgiving of this past year  our sister  Amanda Burton  shared the shocking news that she had been diagnosed with breast cancer. After further testing  she was diagnosed with Invasive Ductal Carcinoma: Stage IIIC Breast Cancer. PET scans showed that it had spread to her lymph nodes. Amanda has been diagnosed with a fairly rare and aggressive form  called Triple Negative. It was difficult to wrap our heads around her diagnosis  as Amanda is only 37  and has two young children (Jefferson - 6 years old  Lennon - 2 years old). Amanda is currently receiving her care through Minnesota Oncology and the Piper Breast Center in Minneapolis. Her particular subtype of breast cancer  Triple Negative  limits her treatment options. A diagnosis of triple negative breast cancer means that the three most common types of receptors known to fuel most breast cancer growth–estrogen  progesterone  and the HER-2/neu gene– are not present in the cancer. Since the tumor cells lack the necessary receptors  common treatments like hormone therapy and drugs that target estrogen  progesterone  and HER-2 are ineffective. Using chemotherapy to treat triple negative breast cancer is still an effective option. In fact  triple negative breast cancer may respond even better to chemotherapy in the earlier stages than many other forms of cancer. Amanda began chemotherapy at the end of November 2018 and should be wrapping up in April. After discovering some damage to her veins from the chemo infusion process  Amanda had surgery to insert a portacath (a device providing a direct line for infusions to a larger vein)  to ease the process and prevent additional damage. Her chemotherapy treatment consists of two phases and 16 total treatments. Post chemo  she will undergo additional imaging to determine the effectiveness of the chemo at reducing the known tumors. Based on the results of the imaging  doctor recommendations  and Amanda’s preferences she will have surgery. The preliminary surgical outlook is a mastectomy. While a chance exists that Amanda’s tumors will shrink enough for a lumpectomy  the likelihood of this less invasive procedure is limited  at best. After receiving a course ofradiation treatment  Amanda will undergo reconstructive surgeries  and a lifetime of ongoing testing to determine if her cancer is still in remission. Whereas no guarantee exists her treatments will cure Amanda’s cancer  her medical team is confident that she is on a path to recovery and optimistic that her outcome will be positive. This seems an entirely unfair experience for someone with such a loving  giving  and genuine heart (though we know that's not how the Universe works)! At the same time  we've never known a stronger  more determined fighter than Amanda  and are convinced she will conquer this  as well. Amanda has a supportive husband  Travis  and two amazing little boys that keep her battling each day. She is also blessed with a supportive network of friends as well as co-workers  and an extended family unit that is giving her love and support every step of the way. While there is little we can do to ease the physical and emotional toll of this experience  we are hoping to help Amanda with the intense financial burden that cancer has brought. Though Amanda does have health insurance  it doesn't begin to fully cover all the expenses. We would ideally like to raise $16 500. This money will go toward covering additional health insurance costs from out-of-pocket expenses  deductibles for the years 2018-2020 including but not limited to: chemotherapy  mastectomy and reconstruction  radiation  various oral medications  medical scans (PET  MRI  etc.)  and portacath surgery.  We are immensely grateful for any and all donations! We know that a financial gift is not possible for everyone  but hope you will consider sharing Amanda's story with your friends and networks. We'd love to meet our goal by the end of March to give Amanda an additional boost as she finishes chemotherapy treatment and begins the second phase of her road to recovery. We would also appreciate any prayers  love  and positive energy you could send her way!With love and gratitude Amanda's sisters  Emily Lewandowski & Molly Stangby     PS: GoFundMe no longer takes 5% of donations! So all $ goes to Amanda (minus standard credit card fees).
12,19325,30000,16,64,227,945,7,INDIANAPOLIS,IN,Avery&apos;s Fund,https://www.gofundme.com/t6vedb-avery039s-fund,PLEASE SEE UPDATE POSTED ON 4/15/2019Avery Leck is a vibrant 9 year old who is a third grader at Irvington Community Elementary school and loves art and her two dogs. On April 8th 2019  Avery was diagnosed with ovarian germ cell cancer. This cancer begins in the egg cells of the ovary and grows rapidly.  On April 9th  she underwent a three hour surgery to remove the very fast growing cancerous tumor. Surgery was successful in removing the cancerous tumor but this little girl still has a long recovery path ahead of her. She has had blood transfusions since the surgery and may need more treatment depending on the results of the biopsy. Carl and Jessica are successful small business owners who live and work on the eastside of Indianapolis. Carl  of CBL Imagery  is an amazing artist whose murals can be found all over Indianapolis. Those who attend the Irvington Halloween Festival look forward to seeing Carl's integrate costume each year. Jessica  of Trivergance Training  is a personal trainer who helps everyone that walks in her door to find their path to personal wellness regardless of where they are starting. Both  Jessica and Carl  are active community members who volunteer to make the community they live in a better place.Now they need our help. Despite how successful their small businesses are and despite all that they give of themselves  traditional health insurance has not been attainable for them. They have applied for financial assistance through the hospital  however this will likely not cover the great financial burden of her care. The surgery  care  and hospital stay that Avery needs will put this family into deep debt. We are calling on their community and friends to help in supporting them so that they can focus on what is important  Avery's health.
14,19300,10000,31,193,168,198,3,EMERYVILLE,CA,Support Sara&apos;s Cancer Treatments,https://www.gofundme.com/show-up-for-sara,The Backstory Hi  I'm Sara!In October 2018  at the age of 34  I was diagnosed with breast cancer.  Six weeks later  my left breast was surgically removed.The TreatmentShortly after surgery  I found out I will need 18 weeks of chemotherapy followed by 6 weeks of radiation.  I start chemo at the end of January.   One of the side effects of chemo is infertility - so before I start chemo  I'm freezing my eggs in hopes that my partner Brian & I will have the option to have kids in the future. Luckily  my health insurance covers chemo and radiation.  But fertility treatments are not covered by my insurance.What This Means to MeI've always wanted to become a parent.  Your gift means I won't have to lose this option on top of what I'm going through now  and the months of difficult treatments ahead of me.  I'm so grateful to have the option to preserve my fertility - but it is out of our reach financially.  Your support is a HUGE relief!The CostsThe total cost of freezing my eggs will be $7 363.  This includes two weeks of daily doctors visits and medications  surgery to collect the eggs  and five years of storage.I have already missed work to recover from surgery.  I hope to be able to work through chemo  but realistically  I may need to miss more work.  Brian and I were also both going through job transitions when I got my diagnosis.  Worries about rent and bills are adding stress to an already challenging time.Cancer also comes with lots of hidden costs that add up quickly: transportation to many doctors visits  supplies for getting through recovery  etc.  If we raise enough to pay for freezing my eggs  all additional funds will go toward these medical and living expenses.  How You Can Help Donate what you can Share with friends Check in with others to see if they've donatedIf you can't donate - just send me a supportive message.  It means a lot!I am so  so grateful for the support of my amazing community of friends.  I love each and every one of you so much!
2,19255,25000,25,77,122,251,2,MARSHFIELD,MA,Jim Lovett &amp; Family,https://www.gofundme.com/jim-lovett-amp-family,"As many are aware  in April 2018  Jim Lovett  at age 46  suffered what neurologists have labeled a \catastrophic\"" stroke. Jim was rushed to Boston Medical where he received lifesaving treatments  including a craniectomy to relieve the increasing pressure/swelling in his brain. In the early months  the goal was on helping Jim stay alive. After a month in a coma  Jim began to regain consciousness. By June  Jim's family was elated when he was accepted to Spaulding Rehab in Charlestown  where we all hoped he would progress enough to eventually regain enough function to allow him to return home to his wife  Krissy  and their 6 year old son  John. Unfortunately  only a few days into his stay at Spaulding  Jim became gravely ill with sepsis and pneumonia  and was quickly moved back to Boston Medical. The prognosis at that point was not good  and Jim's family began to prepare for the possibility that Jim may not survive the ordeal. Miraculously  his condition slowly began to turn around. His physical health improved enough to allow him to be discharged to Spaulding Cambridge  where he could receive intense medical and nursing attention and still participate in some rehab as he was able. Since then  Jim has made progress amidst setbacks. He is currently in a nursing facility in Milton  where he was transferred in November  after a number of months in Spaulding Cambridge. The progress he has made since early December has been incredible... he is able to stand with support for brief periods  he has tried to speak a bit more each day  and on a daily basis we see the \""Jim\"" we know and love come back to us more and more. He smiles and laughs (and saves his biggest smiles for his son John). He and John play catch with a small football. It is so uplifting and heartwarming to watch. Unfortunately  now that Jim is at a point where physical therapy  occupational therapy and speech therapy are more critical than ever to ensure his continued progress  his health insurance company is refusing to pay for further therapy.  At this point  Krissy has been purchasing the equipment he needs at the nursing facility (from tracheotomoy caps to orthotic boots) out of her own pocket.Jim has always been a proud guy and has never liked asking for help. Out of respect for that  I have held off on creating this page. However  as the months go on and Jim's needs for therapy increase and his health insurance runs out  and as it becomes clearer that returning to work in the future is not something we can count on  I feel compelled to take action to help him  Krissy  and John in any tangible way I can. Krissy  in the midst of all of this upheaval  stress  uncertainty  and sadness in her own life  has amazingly found it in her heart to help other families in need and to devote her time to other charitable efforts. So many have stepped up to help in various ways in these past few months  and our family is eternally grateful for the support. The hope in this fundraising effort is to support Jim's family with his healthcare expenses and to relieve the financial burdens associated with Jim's condition."""
2,19113,20000,12,96,156,1000,5,PLANO,TX,Melissa&apos;s Step At a Time Recovery,https://www.gofundme.com/melissa-recovery,After a year of dozens of suicide and overdose attempts  something in Austin Schell snapped. He had spent the previous two nights in the Emergency Room for overdose attempts and the hospitals would not find a longer term mental health bed for him.Austin  an only child  and his single mom Melissa Schell  returned home from the Emergency Room the morning of October 10th. While she tried to rest  Austin brutally attacked Melissa with a baseball bat. We won't ever know what or how Austin broke in that moment  but he hurt Melissa very badly. While first responders worked on Melissa  15 year old Austin stole Melissa's only car  and went on a high speed car chase from the local police. Eventually  Austin had a collision with a truck  and died instantly. Other than Melissa  no one else was physically hurt in this horrible  tragic  painful event. But all of us will take years to heal  especially Melissa. Melissa and the family wants everyone to know: This was not Austin. Austin was funny and kind and loved his mom very much! Something went horribly wrong that day. The mental health system failed Austin and Melissa. Melissa spent four days in the hospital  including two surgeries for her injuries. She will lose most function of one of her eyes.Although she is recovering  Melissa and her family have significant expenses we are working to cover. Due to Melissa's need to constantly monitor Austin this year to prevent him harming himself  she could not earn the income needed to support her family. Although Melissa drove for a ride sharing company  that has not covered her expenses. As Melissa's car was completely destroyed  even that income stream is gone. Melissa does not have health insurance for herself.I am Melissa's brother  Richard. I spent the days with Melissa in the hospital (along with our little sister  Julie  while our mom stayed with her overnight). I have been assisting with organizing all of the dozens of tasks  or steps  needing to be handled while Melissa recovers  including this ask for help.  Many of you have asked me  either directly or after Melissa redirected you to me  how you can help. This  right now  is the single greatest need we have that you can support. Since October 10th  we have spent over $5500 in costs directly related to this event  including:- Three different specialist doctor followups for Melissa post release from the hospital- Pain and anti-inflammatory mediation for Melissa's physical recovery post release from the hospital- Costs to move Melissa from her apartment (to which she will never go back) to our Mom's home- Closing out Melissa's utilities and other costs for her apartment- Final Arrangements for AustinWe suspect once Melissa's car insurance has provided us a settlement on her car  she will be upside down on her loan. This campaign may help cover that difference.Melissa has continued pain medicine  anti-inflammatory medication  her own normal medications  and doctor visits for the short term until the physical trauma has healed. Those monthly costs will be over $600 per month for the next several months. Depending on the generosity of all of you who will choose to love us this way  we will also look at how to use these funds to obtain another vehicle for Melissa. I  Richard  will be managing these funds for Melissa. My primary focus  for these funds is to cover the costs already spent  and to get her financial house in order so she can focus on healing  not on creditors  and to have a seed for post recovery. Please share this campaign with your friends and loved ones. Share a story of the Austin you knew on social media with a link to this campaign. Help us get Melissa the financial support she needs in this moment. Melissa has enough to handle processing the loss of her only son  let's make sure that she doesn't need to worry about the funds she needs to heal and put her life back together.Any and every contribution helps. Thank you all.
12,19100,30000,20,64,120,375,4,OAKLAND,CA,Help Bernice Fight Lymphoma,https://www.gofundme.com/help-bernice-fight-lymphoma,Context: My best friend  Bernice  has been suffering from a chronic cough since college for the past 5 years. At the time  she was told she was allergic to something in the air and therefore she didn’t think much about it. Two months ago  she visited her doctor to get checked for the possibility of skin cancer. Fortunately  there were no signs of skin cancer but it was this appointment where she brought up the lingering cough again to verify the “allergy”. The doctor recommended getting an X-ray and from there  multiple tests and procedures were performed over the past few months. Results finally came in on November 6th  and Bernice was diagnosed with Stage II Hodgkin’s Lymphoma at age 25.Treatment: Bernice currently is on medical leave on orders from her oncologist. Her first of six chemotherapy cycles was on November 27th and it went a lot better than anticipated. She is currently resting at home with minor side affects and a good appetite. After the fourth cycle in January  a PET scan will be done to re-evaluate if radiation would be needed after chemo.Funds: Bernice is not under her parents’ insurance since both have limited employment. Her current insurance through work has a very high deductible  which must be paid in full for coverage to begin. Unfortunately  the deductible restarts each calendar year with no possible roll-over credit. Any and all contributions towards covering the deductibles  monthly health insurance premiums  chemo cycles  medications  biopsies  scans  possible radiation  and all other related medical procedures/tests would mean the world to her. Any and all unused funds will be donated to the American Cancer Society.If you have any questions or concerns  please contact me directly through GoFundMe.Thank you so much in advance for your generosity and support in fighting this together! Please share with your friends and family and I will post updates as we find out more.
2,19094,30000,17,64,267,1000,1,MIAMI,FL,Support Wanda Salaman&apos;s Healing,https://www.gofundme.com/support-wanda-salaman039s-healing,WandaWoman!So much of sharing what this fundraiser is about centers around who  Wanda Salaman is  and how profound her leadership  mentorship  and friendship has been to me and so many others in our movements.  Wanda Salaman has been a mentor and leader in our movement for 40 years. She is an Afro-Latina woman from Puerto Rico and has been the Executive Director of Mothers on the Move for nearly 2 decades. Her unwavering commitment to poor  disenfranchised people of color has been a staple of her commitment to our movements and served as a source of inspiration for countless folks like me.  When people  communities  or organizations have needed support  Wanda often has been the first person to show up  selflessly offering herself and whatever resources were available to her at the time. She has never been one to offer support and leave. For so many  she provides support and sticks around until a sustainable transformation occurs that allows her to move onto the next person or organization that needs authentic love and support.  We call her Wanda Woman because it is a moniker she has worked towards her entire life.WHY YOUR HELP MATTERSWhile Wanda’s story of leadership and power may be a unique story amongst movement leaders  being a woman of color  underpaid  and without health insurance is a far too common story we hear.  In typical Wanda fashion  when the ED of an organization was diagnosed with cancer  Wanda stepped into the Interim Director role to ensure the work and the team of that organization continued to be supported  without interruption. And it cost her — big time. For months  Wanda pushed herself  running two organizations and supporting two teams and many communities. And finally  almost a month ago  the stress and sheer magnitude of work  caught up to her and hit her hard.  Wanda has been hospitalized for extreme physical exhaustion that has deeply wounded her mentally  physically  and spiritually. Now  more than ever before  she needs us. She needs all of us. YOUR SUPPORT IS ABOUT HEALINGAfter 40 years of unrelenting movement dedication and work  and the recent life-altering event that has forced Wanda (and all of us) to take toll of the real cost of doing social change work  Wanda needs a real sabbatical to heal physically  mentally  and spiritually. Our bodies are not machines  and it will scream at us to stop and take care  even when we refuse to listen. And life presents us with many opportunities to understand the vital lessons are bodies force us to learn.  Your support offers time for Wanda to heal  while simultaneously providing you a chance to take part in the learning this life lesson has to offer us. Will you join us in supporting Wanda’s much-needed healing by helping us raise money to:·      Allow Wanda to stop working for five months and get her healing on  truly.·      Cover her rent and living costs for this period ·      Support Wanda to return home  to Puerto Rico  where her elders and family can care for her and so she may heal from the ocean.·      Provide Wanda with holistic and integral health practices  including healing foods and programs. DEEP BOW OF GRATITUDEAny support you can offer  whether through donating or sharing this fundraiser  means so much to so many  especially Wanda.  Your support begins by helping Wanda take time to heal trulyand carries over to all the folks and communities Wanda will no doubt resume supporting once she returns to her life’s purpose and work.  For your support  whatever it may be  we are deeply grateful.With much love and appreciation Marcia OlivoZaida SalamanRusia MohiuddinMaria MohiuddinJanvieve Williams- Comrie
6,18955,30000,30,63,745,1000,4,SANTACLARA,CA,Dan  needs help to save his leg,https://www.gofundme.com/dan-needs-help-to-save-his-leg,"Hi everyone. This is Dan the bodybuilder in Thailand from YouTube. I'm in the hospital with an emergency situation with my leg. I have developed a life threatening necrosis in my leg from a shot of infected gear. I am currently in the hospital alone in Colombia. I don't have health insurance and  3 days ago I had surgery to remove the necrotic flesh that is spreading inside of my leg. The surgery was a failure and also simultaneously bankrupted me.  The incision in my leg has burst open and There is now new necrotic dying flesh growing in my leg.   In this time of incredible physical and emotional suffering any donation no matter how small to help me to afford my upcoming surgeries to save my leg is something I will be eternally grateful for. The first surgery was paid out of pocket and was in the area of 10 thousand dollars. I have at least 2 more surgeries I need but do not have financial means to pay for them.  These surgeries will also be more costly than the first. Please help me  please share this on every social media you have. I have no where to turn. - Dan Marquis \bodybuilder in Thailand\"""""
2,18934,50000,28,38,168,257,6,SANJOSE,CA,Spencer Needs Our Help,https://www.gofundme.com/spencer-needs-our-help,Over the past 7 months  Spencer has been suffering from an unknown illness.  Doctors in Massachusetts Hospitals including Baystate  Mercy  and Massachusetts General have been unable to successfully diagnose or treat his symptoms. He has spent the past week at the Mayo Clinic in Rochester  MN where doctors are still perplexed. The closest thing to a diagnosis is that Spencer's e-coli infection from December of last year has left his nervous system in over drive. Spencer's unknown illness prompts episodes of elevated heart rate (almost 200 beats per minutes at times)  inability to breath  and muscle failure due to lactic acid build up. Multiple times he has collapsed simply trying to walk from the car to the house and had to be taken to the emergency room. In addition to this  his symptoms now include mental confusion and the inability to walk more than just a short distance.Spencer is unable to work during this time and as a result has lost his health insurance. He cannot be added to my parent's insurance as he is over the age of 26.  While he does have insurance through the state of Massachusetts  this insurance does not cover out of state costs at specialty hospitals such as the Mayo Clinic where he is now.The Mayo Clinic has recommended that Spencer receive treatment  focused on resetting his entire nervous system.  This includes physical and occupational therapy  and even cognitive behavior adjustments. The bulk of the funds raised here will go to funding the related costs for this program. Unfortunately this program costs around $50 000 in addition to the 10's of thousand my parents have already spent .Unfortunately  my family simply does not have this amount of money to spare at this time. We are asking for your help. Any amount will help and be greatly appreciated. Let's help Spencer get back on his feet and on the pathway to a normal life. Cheers Matt
9,18860,20000,31,94,148,180,3,PORTLAND,OR,Let&apos;s get Elin through this.,https://www.gofundme.com/let039s-get-elin-through-this,In 2011  Garrett Marcum met Amanda Gartman and they went onto marry in 2014. In 2016 they were overjoyed as they welcomed their daughter  Elin into the world. The Marcum family were enjoying life until October 2018 when they were devastated as 2 year old Elin was diagnosed with Leukemia (ALL). Elin began treatment straight away and while the initial prognosis is promising she faces a grueling couple of years as she battles to beat Leukemia and return to health. While the Marcum family does have health insurance  they will have to contribute thousands of dollars towards treatment which will place an extreme financial burden on their family. Their complete love  focus  and energy should at this time be concentrated on helping Elin beat this disease.We have set up this page for you to pass on your thoughts  prayers  wishes to Elin and the Marcum family.Donations will go towards helping the Marcum meet the financial challenges presented by this situation. The goal is to raise as many dollars as possible so that Garrett and Amanda can focus all their energy on Elin and not have to be concerned with the financial strains caused by this awful situation.
6,18500,18500,21,100,170,486,2,VALLECITO,CA,Circle of Support for Ann,https://www.gofundme.com/circle-of-support-for-ann,Hello dear relatives and friends We are reaching out to gather support for our dear relative Ann Renée Rosencranz. Ann was recently diagnosed with a condition called hyperparathyroid disease. She is scheduled to have surgery on February 13th at the Norman Parathyroid Center in Tampa  Florida. This center is the world's leading treatment center dedicated to hyperparathyroidism and parathyroid surgery. They will be removing one or more tumors from Ann's parathyroid glands. Unfortunately  the Norman Parathyroid Center does not accept Ann’s health insurance. She has explored other hospitals and doctors that do this procedure  but there are risks involved  as they do not have the expertise and technology that this center has available. Their website states  “About 10% of our practice is on patients who had a failed operation somewhere else  and about a third of them have lost their voice.” Clearly  the best option is for Ann to have her surgery at this Center.So dear relatives  this request is to ask for your help to open the path for healing for our dear Ann. Your prayers and financial support are deeply appreciated at a time that has been somewhat stressful for Ann and Bob. It is our prayer that she receives the best care and treatment available so that the gift of her voice and health is not compromised in any way.Thank you for your support and prayers! #TeamAnn________________________________________________________ FOLLOWING IS AN OUTLINE OF THE IMMEDIATE GOAL:Surgery:  $14 000Transportation (air & ground)  lodging  diet  and miscellaneous expenses: $4 500✩ TOTAL: $18 500________________________________________________________ Below is a 6-minute video link describing hyperparathyroid disease and the procedure: Below are a few words of gratitude from Ann:Dear friends and relations I am so grateful.The Holy One continues to humble me  and allow me to fulfill my heart-of-hearts prayer to be in loving service.This fall  through routine blood tests  I found I have a condition called hyperparathyroid disease. Further tests and x-rays have shown I have at least one tumor in my neck  which needs to be removed. The excess calcium has done some damage to my bones  and seems to have weakened my heart. I trust this is all reversible with surgery and with our healing ways of prayer and rejuvenation. I give thanks for this magnificent creation  all the divine helpers and our growing family of love.Each of you are an indescribable gift in my life.Ann
