year,issuer_company,ticker_issuer,prop_nr,proposal,cusip,proposals_count,prop_from,count_sharehold_propo,against_mgmt,count_against_mgmt,sector,marketcap,performance_PE,performance_priceCh12m,perc_against_mgmt,environ_prop
2018,"THE HARTFORD FINANCIAL SERVICES GROUP, INC.",HIG,1i,Elect Director Teresa W. Roseborough,416515104,14,MGMT,0,FOR MGMT,0,Financial Services,14934.13,20.38x,-23.99%,0.0,0
2018,"THE HARTFORD FINANCIAL SERVICES GROUP, INC.",HIG,1h,Elect Director Julie G. Richardson,416515104,14,MGMT,0,FOR MGMT,0,Financial Services,14934.13,20.38x,-23.99%,0.0,0
2018,"THE HARTFORD FINANCIAL SERVICES GROUP, INC.",HIG,1k,Elect Director Christopher J. Swift,416515104,14,MGMT,0,FOR MGMT,0,Financial Services,14934.13,20.38x,-23.99%,0.0,0
2018,"THE HARTFORD FINANCIAL SERVICES GROUP, INC.",HIG,1f,Elect Director Michael G. Morris,416515104,14,MGMT,0,FOR MGMT,0,Financial Services,14934.13,20.38x,-23.99%,0.0,0
2018,"THE HARTFORD FINANCIAL SERVICES GROUP, INC.",HIG,1e,Elect Director Kathryn A. Mikells,416515104,14,MGMT,0,FOR MGMT,0,Financial Services,14934.13,20.38x,-23.99%,0.0,0
2018,"THE HARTFORD FINANCIAL SERVICES GROUP, INC.",HIG,1d,Elect Director Stephen P. McGill,416515104,14,MGMT,0,FOR MGMT,0,Financial Services,14934.13,20.38x,-23.99%,0.0,0
2018,"THE HARTFORD FINANCIAL SERVICES GROUP, INC.",HIG,1c,Elect Director Trevor Fetter,416515104,14,MGMT,0,FOR MGMT,0,Financial Services,14934.13,20.38x,-23.99%,0.0,0
2018,"THE HARTFORD FINANCIAL SERVICES GROUP, INC.",HIG,1b,Elect Director Carlos Dominguez,416515104,14,MGMT,0,FOR MGMT,0,Financial Services,14934.13,20.38x,-23.99%,0.0,0
2018,"THE HARTFORD FINANCIAL SERVICES GROUP, INC.",HIG,1g,Elect Director Thomas A. Renyi,416515104,14,MGMT,0,FOR MGMT,0,Financial Services,14934.13,20.38x,-23.99%,0.0,0
2018,THE HERSHEY COMPANY,HSY,3,Advisory Vote to Ratify Named,427866108,13,MGMT,0,FOR MGMT,0,Food and drinks,22478.81,22.15x,-5.65%,0.0,0
2018,THE HERSHEY COMPANY,HSY,2,Elect Director James W. Brown,427866108,13,MGMT,0,FOR MGMT,0,Food and drinks,22478.81,22.15x,-5.65%,0.0,0
2018,THE HERSHEY COMPANY,HSY,3,Elect Director Michele G. Buck,427866108,13,MGMT,0,FOR MGMT,0,Food and drinks,22478.81,22.15x,-5.65%,0.0,0
2018,THE HERSHEY COMPANY,HSY,4,Elect Director Charles A. Davis,427866108,13,MGMT,0,FOR MGMT,0,Food and drinks,22478.81,22.15x,-5.65%,0.0,0
2018,THE HERSHEY COMPANY,HSY,5,Elect Director Mary Kay Haben,427866108,13,MGMT,0,FOR MGMT,0,Food and drinks,22478.81,22.15x,-5.65%,0.0,0
2018,THE HERSHEY COMPANY,HSY,6,Elect Director James C. Katzman,427866108,13,MGMT,0,FOR MGMT,0,Food and drinks,22478.81,22.15x,-5.65%,0.0,0
2018,THE HERSHEY COMPANY,HSY,7,Elect Director M. Diane Koken,427866108,13,MGMT,0,FOR MGMT,0,Food and drinks,22478.81,22.15x,-5.65%,0.0,0
2018,THE HERSHEY COMPANY,HSY,1.11,Elect Director David L. Shedlarz,427866108,13,MGMT,0,FOR MGMT,0,Food and drinks,22478.81,22.15x,-5.65%,0.0,0
2018,THE HERSHEY COMPANY,HSY,9,Elect Director Anthony J. Palmer,427866108,13,MGMT,0,FOR MGMT,0,Food and drinks,22478.81,22.15x,-5.65%,0.0,0
2018,THE HERSHEY COMPANY,HSY,1.10,Elect Director Wendy L. Schoppert,427866108,13,MGMT,0,FOR MGMT,0,Food and drinks,22478.81,22.15x,-5.65%,0.0,0
2018,THE HERSHEY COMPANY,HSY,2,Ratify Ernst & Young LLP as Auditors,427866108,13,MGMT,0,FOR MGMT,0,Food and drinks,22478.81,22.15x,-5.65%,0.0,0
2018,THE HERSHEY COMPANY,HSY,8,Elect Director Robert M. Malcolm,427866108,13,MGMT,0,FOR MGMT,0,Food and drinks,22478.81,22.15x,-5.65%,0.0,0
2018,THE HERSHEY COMPANY,HSY,1,Elect Director Pamela M. Arway,427866108,13,MGMT,0,FOR MGMT,0,Food and drinks,22478.81,22.15x,-5.65%,0.0,0
2018,"THE HOME DEPOT, INC.",HD,5,Prepare Employment Diversity Report,437076102,19,SH,4,FOR MGMT,0,Retail,195171.1,18.90x,-5.06%,0.0,0
2018,"THE HOME DEPOT, INC.",HD,7,Clawback of Incentive Payments,437076102,19,SH,4,FOR MGMT,0,Retail,195171.1,18.90x,-5.06%,0.0,0
2018,"THE HOME DEPOT, INC.",HD,6,Reduce Ownership Threshold for,437076102,19,SH,4,FOR MGMT,0,Retail,195171.1,18.90x,-5.06%,0.0,0
2018,"THE HOME DEPOT, INC.",HD,4,Report on Political Contributions,437076102,19,SH,4,FOR MGMT,0,Retail,195171.1,18.90x,-5.06%,0.0,0
2018,"THE HOME DEPOT, INC.",HD,1a,Elect Director Gerard J. Arpey,437076102,19,MGMT,4,FOR MGMT,0,Retail,195171.1,18.90x,-5.06%,0.0,0
2018,"THE HOME DEPOT, INC.",HD,1f,Elect Director Albert P. Carey,437076102,19,MGMT,4,FOR MGMT,0,Retail,195171.1,18.90x,-5.06%,0.0,0
2018,"THE HOME DEPOT, INC.",HD,1e,Elect Director J. Frank Brown,437076102,19,MGMT,4,FOR MGMT,0,Retail,195171.1,18.90x,-5.06%,0.0,0
2018,"THE HOME DEPOT, INC.",HD,1i,Elect Director Linda R. Gooden,437076102,19,MGMT,4,FOR MGMT,0,Retail,195171.1,18.90x,-5.06%,0.0,0
2018,"THE HOME DEPOT, INC.",HD,1d,Elect Director Gregory D. Brenneman,437076102,19,MGMT,4,FOR MGMT,0,Retail,195171.1,18.90x,-5.06%,0.0,0
2018,"THE HOME DEPOT, INC.",HD,1c,Elect Director Jeffery H. Boyd,437076102,19,MGMT,4,FOR MGMT,0,Retail,195171.1,18.90x,-5.06%,0.0,0
2018,"THE HOME DEPOT, INC.",HD,1b,Elect Director Ari Bousbib,437076102,19,MGMT,4,FOR MGMT,0,Retail,195171.1,18.90x,-5.06%,0.0,0
2018,"THE HOME DEPOT, INC.",HD,1g,Elect Director Armando Codina,437076102,19,MGMT,4,FOR MGMT,0,Retail,195171.1,18.90x,-5.06%,0.0,0
2018,"THE HOME DEPOT, INC.",HD,1j,Elect Director Wayne M. Hewett,437076102,19,MGMT,4,FOR MGMT,0,Retail,195171.1,18.90x,-5.06%,0.0,0
2018,"THE HOME DEPOT, INC.",HD,1k,Elect Director Stephanie C. Linnartz,437076102,19,MGMT,4,FOR MGMT,0,Retail,195171.1,18.90x,-5.06%,0.0,0
2018,"THE HOME DEPOT, INC.",HD,1l,Elect Director Craig A. Menear,437076102,19,MGMT,4,FOR MGMT,0,Retail,195171.1,18.90x,-5.06%,0.0,0
2018,"THE HOME DEPOT, INC.",HD,1h,Elect Director Helena B. Foulkes,437076102,19,MGMT,4,FOR MGMT,0,Retail,195171.1,18.90x,-5.06%,0.0,0
2018,"THE HOME DEPOT, INC.",HD,2,Ratify KPMG LLP as Auditors,437076102,19,MGMT,4,FOR MGMT,0,Retail,195171.1,18.90x,-5.06%,0.0,0
2018,"THE HOME DEPOT, INC.",HD,3,Advisory Vote to Ratify Named,437076102,19,MGMT,4,FOR MGMT,0,Retail,195171.1,18.90x,-5.06%,0.0,0
2018,"THE HOME DEPOT, INC.",HD,1m,Elect Director Mark Vadon,437076102,19,MGMT,4,FOR MGMT,0,Retail,195171.1,18.90x,-5.06%,0.0,0
2018,"THE INTERPUBLIC GROUP OF COMPANIES, INC.",IPG,4,Require Independent Board Chairman,460690100,14,SH,1,FOR MGMT,0,Media,8701.72,15.52x,12.13%,0.0,0
2018,"THE INTERPUBLIC GROUP OF COMPANIES, INC.",IPG,3,Advisory Vote to Ratify Named,460690100,14,MGMT,1,FOR MGMT,0,Media,8701.72,15.52x,12.13%,0.0,0
2018,"THE INTERPUBLIC GROUP OF COMPANIES, INC.",IPG,7,Elect Director Jonathan F. Miller,460690100,14,MGMT,1,FOR MGMT,0,Media,8701.72,15.52x,12.13%,0.0,0
2018,"THE INTERPUBLIC GROUP OF COMPANIES, INC.",IPG,6,Elect Director Henry S. Miller,460690100,14,MGMT,1,FOR MGMT,0,Media,8701.72,15.52x,12.13%,0.0,0
2018,"THE INTERPUBLIC GROUP OF COMPANIES, INC.",IPG,2,Ratify PricewaterhouseCoopers LLP as,460690100,14,MGMT,1,FOR MGMT,0,Media,8701.72,15.52x,12.13%,0.0,0
2018,"THE INTERPUBLIC GROUP OF COMPANIES, INC.",IPG,4,Elect Director Dawn Hudson,460690100,14,MGMT,1,FOR MGMT,0,Media,8701.72,15.52x,12.13%,0.0,0
2018,"THE INTERPUBLIC GROUP OF COMPANIES, INC.",IPG,1.11,Elect Director E. Lee Wyatt Jr.,460690100,14,MGMT,1,FOR MGMT,0,Media,8701.72,15.52x,12.13%,0.0,0
2018,"THE INTERPUBLIC GROUP OF COMPANIES, INC.",IPG,2,Elect Director H. John Greeniaus,460690100,14,MGMT,1,FOR MGMT,0,Media,8701.72,15.52x,12.13%,0.0,0
2018,"THE INTERPUBLIC GROUP OF COMPANIES, INC.",IPG,1,Elect Director Jocelyn Carter-Miller,460690100,14,MGMT,1,FOR MGMT,0,Media,8701.72,15.52x,12.13%,0.0,0
2018,"THE INTERPUBLIC GROUP OF COMPANIES, INC.",IPG,1.10,Elect Director David M. Thomas,460690100,14,MGMT,1,FOR MGMT,0,Media,8701.72,15.52x,12.13%,0.0,0
2018,"THE INTERPUBLIC GROUP OF COMPANIES, INC.",IPG,9,Elect Director Michael I. Roth,460690100,14,MGMT,1,FOR MGMT,0,Media,8701.72,15.52x,12.13%,0.0,0
2018,"THE INTERPUBLIC GROUP OF COMPANIES, INC.",IPG,8,Elect Director Patrick Q. Moore,460690100,14,MGMT,1,FOR MGMT,0,Media,8701.72,15.52x,12.13%,0.0,0
2018,"THE INTERPUBLIC GROUP OF COMPANIES, INC.",IPG,3,Elect Director Mary J. Steele Guilfoile,460690100,14,MGMT,1,FOR MGMT,0,Media,8701.72,15.52x,12.13%,0.0,0
2018,"THE INTERPUBLIC GROUP OF COMPANIES, INC.",IPG,5,Elect Director William T. Kerr,460690100,14,MGMT,1,FOR MGMT,0,Media,8701.72,15.52x,12.13%,0.0,0
2018,THE J. M. SMUCKER COMPANY,SJM,3,Advisory Vote to Ratify Named,832696405,16,MGMT,1,FOR MGMT,0,Food and drinks,11167.64,8.33x,-17.14%,0.0,0
2018,THE J. M. SMUCKER COMPANY,SJM,1a,Elect Director Kathryn W. Dindo,832696405,16,MGMT,1,FOR MGMT,0,Food and drinks,11167.64,8.33x,-17.14%,0.0,0
2018,THE J. M. SMUCKER COMPANY,SJM,1b,Elect Director Paul J. Dolan,832696405,16,MGMT,1,FOR MGMT,0,Food and drinks,11167.64,8.33x,-17.14%,0.0,0
2018,THE J. M. SMUCKER COMPANY,SJM,1d,Elect Director Nancy Lopez Knight,832696405,16,MGMT,1,FOR MGMT,0,Food and drinks,11167.64,8.33x,-17.14%,0.0,0
2018,THE J. M. SMUCKER COMPANY,SJM,1e,Elect Director Elizabeth Valk Long,832696405,16,MGMT,1,FOR MGMT,0,Food and drinks,11167.64,8.33x,-17.14%,0.0,0
2018,THE J. M. SMUCKER COMPANY,SJM,1f,Elect Director Gary A. Oatey,832696405,16,MGMT,1,FOR MGMT,0,Food and drinks,11167.64,8.33x,-17.14%,0.0,0
2018,THE J. M. SMUCKER COMPANY,SJM,1g,Elect Director Kirk L. Perry,832696405,16,MGMT,1,FOR MGMT,0,Food and drinks,11167.64,8.33x,-17.14%,0.0,0
2018,THE J. M. SMUCKER COMPANY,SJM,1h,Elect Director Sandra Pianalto,832696405,16,MGMT,1,FOR MGMT,0,Food and drinks,11167.64,8.33x,-17.14%,0.0,0
2018,THE J. M. SMUCKER COMPANY,SJM,1i,Elect Director Alex Shumate,832696405,16,MGMT,1,FOR MGMT,0,Food and drinks,11167.64,8.33x,-17.14%,0.0,0
2018,THE J. M. SMUCKER COMPANY,SJM,1j,Elect Director Mark T. Smucker,832696405,16,MGMT,1,FOR MGMT,0,Food and drinks,11167.64,8.33x,-17.14%,0.0,0
2018,THE J. M. SMUCKER COMPANY,SJM,1k,Elect Director Richard K. Smucker,832696405,16,MGMT,1,FOR MGMT,0,Food and drinks,11167.64,8.33x,-17.14%,0.0,0
2018,THE J. M. SMUCKER COMPANY,SJM,1l,Elect Director Timothy P. Smucker,832696405,16,MGMT,1,FOR MGMT,0,Food and drinks,11167.64,8.33x,-17.14%,0.0,0
2018,THE J. M. SMUCKER COMPANY,SJM,1m,Elect Director Dawn C. Willoughby,832696405,16,MGMT,1,FOR MGMT,0,Food and drinks,11167.64,8.33x,-17.14%,0.0,0
2018,THE J. M. SMUCKER COMPANY,SJM,2,Ratify Ernst & Young LLP as Auditors,832696405,16,MGMT,1,FOR MGMT,0,Food and drinks,11167.64,8.33x,-17.14%,0.0,0
2018,THE J. M. SMUCKER COMPANY,SJM,5,Report on Plans to Increase Renewable,832696405,16,SH,1,FOR MGMT,0,Food and drinks,11167.64,8.33x,-17.14%,0.0,0
2018,THE J. M. SMUCKER COMPANY,SJM,1c,Elect Director Jay L. Henderson,832696405,16,MGMT,1,FOR MGMT,0,Food and drinks,11167.64,8.33x,-17.14%,0.0,0
2018,THE KRAFT HEINZ COMPANY,KHC,1i,Elect Director Marcel Herrmann Telles,500754106,14,MGMT,1,FOR MGMT,0,Food and drinks,59398.67,5.76x,-38.62%,0.0,0
2018,THE KRAFT HEINZ COMPANY,KHC,1j,Elect Director Alexandre Van Damme,500754106,14,MGMT,1,FOR MGMT,0,Food and drinks,59398.67,5.76x,-38.62%,0.0,0
2018,THE KRAFT HEINZ COMPANY,KHC,1c,Elect Director John T. Cahill,500754106,14,MGMT,1,FOR MGMT,0,Food and drinks,59398.67,5.76x,-38.62%,0.0,0
2018,THE KRAFT HEINZ COMPANY,KHC,1d,Elect Director Tracy Britt Cool,500754106,14,MGMT,1,FOR MGMT,0,Food and drinks,59398.67,5.76x,-38.62%,0.0,0
2018,THE KRAFT HEINZ COMPANY,KHC,1e,Elect Director Feroz Dewan,500754106,14,MGMT,1,FOR MGMT,0,Food and drinks,59398.67,5.76x,-38.62%,0.0,0
2018,THE KRAFT HEINZ COMPANY,KHC,1f,Elect Director Jeanne P. Jackson,500754106,14,MGMT,1,FOR MGMT,0,Food and drinks,59398.67,5.76x,-38.62%,0.0,0
2018,THE KRAFT HEINZ COMPANY,KHC,1g,Elect Director Jorge Paulo Lemann,500754106,14,MGMT,1,FOR MGMT,0,Food and drinks,59398.67,5.76x,-38.62%,0.0,0
2018,THE KRAFT HEINZ COMPANY,KHC,1h,Elect Director John C. Pope,500754106,14,MGMT,1,FOR MGMT,0,Food and drinks,59398.67,5.76x,-38.62%,0.0,0
2018,THE KRAFT HEINZ COMPANY,KHC,1k,Elect Director George Zoghbi,500754106,14,MGMT,1,FOR MGMT,0,Food and drinks,59398.67,5.76x,-38.62%,0.0,0
2018,THE KRAFT HEINZ COMPANY,KHC,2,Advisory Vote to Ratify Named,500754106,14,MGMT,1,FOR MGMT,0,Food and drinks,59398.67,5.76x,-38.62%,0.0,0
2018,THE KRAFT HEINZ COMPANY,KHC,3,Ratify PricewaterhouseCoopers LLP as,500754106,14,MGMT,1,FOR MGMT,0,Food and drinks,59398.67,5.76x,-38.62%,0.0,0
2018,THE KRAFT HEINZ COMPANY,KHC,4,Assess Environmental Impact of Non-Recyclable Packaging,500754106,14,SH,1,FOR MGMT,0,Food and drinks,59398.67,5.76x,-38.62%,0.0,1
2018,THE KRAFT HEINZ COMPANY,KHC,1b,Elect Director Alexandre Behring,500754106,14,MGMT,1,FOR MGMT,0,Food and drinks,59398.67,5.76x,-38.62%,0.0,0
2018,THE KRAFT HEINZ COMPANY,KHC,1a,Elect Director Gregory E. Abel,500754106,14,MGMT,1,FOR MGMT,0,Food and drinks,59398.67,5.76x,-38.62%,0.0,0
2018,THE KROGER CO.,KR,8,Require Independent Board Chairman,501044101,18,SH,3,FOR MGMT,0,Food and drinks,23277.66,6.67x,9.95%,0.0,0
2018,THE KROGER CO.,KR,1f,Elect Director Jorge P. Montoya,501044101,18,MGMT,3,FOR MGMT,0,Food and drinks,23277.66,6.67x,9.95%,0.0,0
2018,THE KROGER CO.,KR,1e,Elect Director W. Rodney McMullen,501044101,18,MGMT,3,FOR MGMT,0,Food and drinks,23277.66,6.67x,9.95%,0.0,0
2018,THE KROGER CO.,KR,1a,Elect Director Nora A. Aufreiter,501044101,18,MGMT,3,FOR MGMT,0,Food and drinks,23277.66,6.67x,9.95%,0.0,0
2018,THE KROGER CO.,KR,1d,Elect Director Susan J. Kropf,501044101,18,MGMT,3,FOR MGMT,0,Food and drinks,23277.66,6.67x,9.95%,0.0,0
2018,THE KROGER CO.,KR,1g,Elect Director Clyde R. Moore,501044101,18,MGMT,3,FOR MGMT,0,Food and drinks,23277.66,6.67x,9.95%,0.0,0
2018,THE KROGER CO.,KR,1h,Elect Director James A. Runde,501044101,18,MGMT,3,FOR MGMT,0,Food and drinks,23277.66,6.67x,9.95%,0.0,0
2018,THE KROGER CO.,KR,1i,Elect Director Ronald L. Sargent,501044101,18,MGMT,3,FOR MGMT,0,Food and drinks,23277.66,6.67x,9.95%,0.0,0
2018,THE KROGER CO.,KR,1b,Elect Director Robert D. Beyer,501044101,18,MGMT,3,FOR MGMT,0,Food and drinks,23277.66,6.67x,9.95%,0.0,0
2018,THE KROGER CO.,KR,1k,Elect Director Mark S. Sutton,501044101,18,MGMT,3,FOR MGMT,0,Food and drinks,23277.66,6.67x,9.95%,0.0,0
2018,THE KROGER CO.,KR,1j,Elect Director Bobby S. Shackouls,501044101,18,MGMT,3,FOR MGMT,0,Food and drinks,23277.66,6.67x,9.95%,0.0,0
2018,THE KROGER CO.,KR,6,Report on Benefits of Adopting,501044101,18,SH,3,FOR MGMT,0,Food and drinks,23277.66,6.67x,9.95%,0.0,0
2018,THE KROGER CO.,KR,5,Ratify PricewaterhouseCoopers LLP as,501044101,18,MGMT,3,FOR MGMT,0,Food and drinks,23277.66,6.67x,9.95%,0.0,0
2018,THE KROGER CO.,KR,7,Assess Environmental Impact of Non-Recyclable Packaging,501044101,18,SH,3,FOR MGMT,0,Food and drinks,23277.66,6.67x,9.95%,0.0,1
2018,THE KROGER CO.,KR,3,Provide Proxy Access Right,501044101,18,MGMT,3,FOR MGMT,0,Food and drinks,23277.66,6.67x,9.95%,0.0,0
2018,THE KROGER CO.,KR,1c,Elect Director Anne Gates,501044101,18,MGMT,3,FOR MGMT,0,Food and drinks,23277.66,6.67x,9.95%,0.0,0
2018,THE KROGER CO.,KR,4,Amend Bylaws to Authorize the Board to,501044101,18,MGMT,3,FOR MGMT,0,Food and drinks,23277.66,6.67x,9.95%,0.0,0
2018,THE KROGER CO.,KR,2,Advisory Vote to Ratify Named,501044101,18,MGMT,3,FOR MGMT,0,Food and drinks,23277.66,6.67x,9.95%,0.0,0
2018,THE MACERICH COMPANY,MAC,3,Advisory Vote to Ratify Named,554382101,12,MGMT,0,FOR MGMT,0,Real Estate,7150.36,89.29x,-21.45%,0.0,0
2018,THE MACERICH COMPANY,MAC,2,Ratify KPMG LLP as Auditors,554382101,12,MGMT,0,FOR MGMT,0,Real Estate,7150.36,89.29x,-21.45%,0.0,0
2018,THE MACERICH COMPANY,MAC,1j,Elect Director Andrea M. Stephen,554382101,12,MGMT,0,FOR MGMT,0,Real Estate,7150.36,89.29x,-21.45%,0.0,0
2018,THE MACERICH COMPANY,MAC,1i,Elect Director Steven L. Soboroff,554382101,12,MGMT,0,FOR MGMT,0,Real Estate,7150.36,89.29x,-21.45%,0.0,0
2018,THE MACERICH COMPANY,MAC,1h,Elect Director Thomas E. O'Hern,554382101,12,MGMT,0,FOR MGMT,0,Real Estate,7150.36,89.29x,-21.45%,0.0,0
2018,THE MACERICH COMPANY,MAC,1g,Elect Director Diana M. Laing,554382101,12,MGMT,0,FOR MGMT,0,Real Estate,7150.36,89.29x,-21.45%,0.0,0
2018,THE MACERICH COMPANY,MAC,1f,Elect Director Daniel J. Hirsch,554382101,12,MGMT,0,FOR MGMT,0,Real Estate,7150.36,89.29x,-21.45%,0.0,0
2018,THE MACERICH COMPANY,MAC,1e,Elect Director Steven R. Hash,554382101,12,MGMT,0,FOR MGMT,0,Real Estate,7150.36,89.29x,-21.45%,0.0,0
2018,THE MACERICH COMPANY,MAC,1c,Elect Director Eric K. Brandt,554382101,12,MGMT,0,FOR MGMT,0,Real Estate,7150.36,89.29x,-21.45%,0.0,0
2018,THE MACERICH COMPANY,MAC,1d,Elect Director Edward C. Coppola,554382101,12,MGMT,0,FOR MGMT,0,Real Estate,7150.36,89.29x,-21.45%,0.0,0
2018,THE MACERICH COMPANY,MAC,1b,Elect Director John H. Alschuler,554382101,12,MGMT,0,FOR MGMT,0,Real Estate,7150.36,89.29x,-21.45%,0.0,0
2018,THE MACERICH COMPANY,MAC,1a,Elect Director Peggy Alford,554382101,12,MGMT,0,FOR MGMT,0,Real Estate,7150.36,89.29x,-21.45%,0.0,0
2018,THE MOSAIC COMPANY,MOS,1a,Elect Director Oscar Bernardes,61945C103,15,MGMT,0,FOR MGMT,1,Agricultural,12920.96,NM,40.43%,6.666666666666667,0
2018,THE MOSAIC COMPANY,MOS,1b,Elect Director Nancy E. Cooper,61945C103,15,MGMT,0,FOR MGMT,1,Agricultural,12920.96,NM,40.43%,6.666666666666667,0
2018,THE MOSAIC COMPANY,MOS,1c,Elect Director Gregory L. Ebel,61945C103,15,MGMT,0,FOR MGMT,1,Agricultural,12920.96,NM,40.43%,6.666666666666667,0
2018,THE MOSAIC COMPANY,MOS,1d,Elect Director Timothy S. Gitzel,61945C103,15,MGMT,0,FOR MGMT,1,Agricultural,12920.96,NM,40.43%,6.666666666666667,0
2018,THE MOSAIC COMPANY,MOS,1e,Elect Director Denise C. Johnson,61945C103,15,MGMT,0,FOR MGMT,1,Agricultural,12920.96,NM,40.43%,6.666666666666667,0
2018,THE MOSAIC COMPANY,MOS,1f,Elect Director Emery N. Koenig,61945C103,15,MGMT,0,FOR MGMT,1,Agricultural,12920.96,NM,40.43%,6.666666666666667,0
2018,THE MOSAIC COMPANY,MOS,1g,Elect Director Robert L. Lumpkins,61945C103,15,MGMT,0,FOR MGMT,1,Agricultural,12920.96,NM,40.43%,6.666666666666667,0
2018,THE MOSAIC COMPANY,MOS,1i,Elect Director James 'Joc' C. O'Rourke,61945C103,15,MGMT,0,FOR MGMT,1,Agricultural,12920.96,NM,40.43%,6.666666666666667,0
2018,THE MOSAIC COMPANY,MOS,3,Advisory Vote to Ratify Named,61945C103,15,MGMT,0,FOR MGMT,1,Agricultural,12920.96,NM,40.43%,6.666666666666667,0
2018,THE MOSAIC COMPANY,MOS,1j,Elect Director David T. Seaton,61945C103,15,MGMT,0,FOR MGMT,1,Agricultural,12920.96,NM,40.43%,6.666666666666667,0
2018,THE MOSAIC COMPANY,MOS,1k,Elect Director Steven M. Seibert,61945C103,15,MGMT,0,FOR MGMT,1,Agricultural,12920.96,NM,40.43%,6.666666666666667,0
2018,THE MOSAIC COMPANY,MOS,1l,Elect Director Luciano Siani Pires,61945C103,15,MGMT,0,FOR MGMT,1,Agricultural,12920.96,NM,40.43%,6.666666666666667,0
2018,THE MOSAIC COMPANY,MOS,1m,Elect Director Kelvin W. Westbrook,61945C103,15,MGMT,0,AGAINST MGMT,1,Agricultural,12920.96,NM,40.43%,6.666666666666667,0
2018,THE MOSAIC COMPANY,MOS,1h,Elect Director William T. Monahan,61945C103,15,MGMT,0,FOR MGMT,1,Agricultural,12920.96,NM,40.43%,6.666666666666667,0
2018,THE MOSAIC COMPANY,MOS,2,Ratify KPMG LLP as Auditors,61945C103,15,MGMT,0,FOR MGMT,1,Agricultural,12920.96,NM,40.43%,6.666666666666667,0
2018,"THE PNC FINANCIAL SERVICES GROUP, INC.",PNC,1,Elect Director Charles E. Bunch,693475105,14,MGMT,0,FOR MGMT,0,Financial Services,58397.89,10.41x,-11.76%,0.0,0
2018,"THE PNC FINANCIAL SERVICES GROUP, INC.",PNC,2,Elect Director Debra A. Cafaro,693475105,14,MGMT,0,FOR MGMT,0,Financial Services,58397.89,10.41x,-11.76%,0.0,0
2018,"THE PNC FINANCIAL SERVICES GROUP, INC.",PNC,2,Ratify PricewaterhouseCoopers LLP as,693475105,14,MGMT,0,FOR MGMT,0,Financial Services,58397.89,10.41x,-11.76%,0.0,0
2018,"THE PNC FINANCIAL SERVICES GROUP, INC.",PNC,3,Elect Director Marjorie Rodgers,693475105,14,MGMT,0,FOR MGMT,0,Financial Services,58397.89,10.41x,-11.76%,0.0,0
2018,"THE PNC FINANCIAL SERVICES GROUP, INC.",PNC,4,Elect Director William S. Demchak,693475105,14,MGMT,0,FOR MGMT,0,Financial Services,58397.89,10.41x,-11.76%,0.0,0
2018,"THE PNC FINANCIAL SERVICES GROUP, INC.",PNC,5,Elect Director Andrew T. Feldstein,693475105,14,MGMT,0,FOR MGMT,0,Financial Services,58397.89,10.41x,-11.76%,0.0,0
2018,"THE PNC FINANCIAL SERVICES GROUP, INC.",PNC,6,Elect Director Daniel R. Hesse,693475105,14,MGMT,0,FOR MGMT,0,Financial Services,58397.89,10.41x,-11.76%,0.0,0
2018,"THE PNC FINANCIAL SERVICES GROUP, INC.",PNC,7,Elect Director Richard B. Kelson,693475105,14,MGMT,0,FOR MGMT,0,Financial Services,58397.89,10.41x,-11.76%,0.0,0
2018,"THE PNC FINANCIAL SERVICES GROUP, INC.",PNC,8,Elect Director Linda R. Medler,693475105,14,MGMT,0,FOR MGMT,0,Financial Services,58397.89,10.41x,-11.76%,0.0,0
2018,"THE PNC FINANCIAL SERVICES GROUP, INC.",PNC,9,Elect Director Martin Pfinsgraff,693475105,14,MGMT,0,FOR MGMT,0,Financial Services,58397.89,10.41x,-11.76%,0.0,0
2018,"THE PNC FINANCIAL SERVICES GROUP, INC.",PNC,1.12,Elect Director Gregory D. Wasson,693475105,14,MGMT,0,FOR MGMT,0,Financial Services,58397.89,10.41x,-11.76%,0.0,0
2018,"THE PNC FINANCIAL SERVICES GROUP, INC.",PNC,1.10,Elect Director Donald J. Shepard,693475105,14,MGMT,0,FOR MGMT,0,Financial Services,58397.89,10.41x,-11.76%,0.0,0
2018,"THE PNC FINANCIAL SERVICES GROUP, INC.",PNC,3,Advisory Vote to Ratify Named,693475105,14,MGMT,0,FOR MGMT,0,Financial Services,58397.89,10.41x,-11.76%,0.0,0
2018,"THE PNC FINANCIAL SERVICES GROUP, INC.",PNC,1.11,Elect Director Michael J. Ward,693475105,14,MGMT,0,FOR MGMT,0,Financial Services,58397.89,10.41x,-11.76%,0.0,0
2018,THE PROCTER & GAMBLE COMPANY,PG,3,Management Nominee Angela F. Braly,742718109,12,SH,12,FOR MGMT,0,Household Products,230330.7,24.15x,2.61%,0.0,0
2018,THE PROCTER & GAMBLE COMPANY,PG,6,Management Nominee Scott D. Cook,742718109,12,SH,12,FOR MGMT,0,Household Products,230330.7,24.15x,2.61%,0.0,0
2018,THE PROCTER & GAMBLE COMPANY,PG,7,Management Nominee Terry J. Lundgren,742718109,12,SH,12,FOR MGMT,0,Household Products,230330.7,24.15x,2.61%,0.0,0
2018,THE PROCTER & GAMBLE COMPANY,PG,8,"Management Nominee W. James McNerney,",742718109,12,SH,12,FOR MGMT,0,Household Products,230330.7,24.15x,2.61%,0.0,0
